g|1|4|116062686|dbj|BAA80191.2||g1|  AeropyrumpernixK1 Archaea||9|21||||||||||||
g|1|3|118431362|ref|NP_147783.2||g1|  AeropyrumpernixK1 Archaea||9|21||||||||||||
p|6|1|118431188|ref|NP_147479.2||p6|  AeropyrumpernixK1 Archaea||9|46||||||||||||
p|6|2|116062512|dbj|BAA79746.2||p6|  AeropyrumpernixK1 Archaea||9|46||||||||||||
g|1|81|21759116|sp|Q8UEH1|GLMS_AGRT5|g1|  Agrobacteriumtumefaciensstr.C58 Bacteria||10|21||||||||||||
p|5|331|22095726|sp|Q8UI94|G6PI_AGRT5|p5|  Agrobacteriumtumefaciensstr.C58 Bacteria||10|45||||||||||||
u|4|41|81591412|sp|Q8UEH0|GLMU_AGRT5|u4|  Agrobacteriumtumefaciensstr.C58 Bacteria||10|54||||||||||||
p|5|97|116247795|sp|Q0VR14|G6PI_ALCBS|p5|  AlcanivoraxborkumensisSK2 Bacteria||11|45||||||||||||
u|2|219|119370124|sp|Q0VKX6|GLMU_ALCBS|u2|  AlcanivoraxborkumensisSK2 Bacteria||11|52||||||||||||
h|1|41|114226877|gb|ABI56676.1||h1|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|31||||||||||||
h|1|152|71064858|ref|YP_263585.1||h1|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|31||||||||||||
h|1|40|114320483|ref|YP_742166.1||h1|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|31||||||||||||
h|6|150|56604520|emb|CAG45561.1||h6|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|36||||||||||||
p|5|230|114319452|ref|YP_741135.1||p5|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|45||||||||||||
p|5|231|114225846|gb|ABI55645.1||p5|  AlkalilimnicolaehrlicheiMLHE-1 Bacteria||12|45||||||||||||
a|8|119|75702887|gb|ABA22563.1||a8|  AnabaenavariabilisATCC29413 Bacteria||13|8||||||||||||
g|1|103|75703416|gb|ABA23092.1||g1|  AnabaenavariabilisATCC29413 Bacteria||13|21||||||||||||
p|1|81|75703637|gb|ABA23313.1||p1|  AnabaenavariabilisATCC29413 Bacteria||13|41||||||||||||
p|5|58|86159501|ref|YP_466286.1||p5|  Anaeromyxobacterdehalogenans2CP-C Bacteria||14|45||||||||||||
p|5|68|85776012|gb|ABC82849.1||p5|  Anaeromyxobacterdehalogenans2CP-C Bacteria||14|45||||||||||||
u|7|183|85776885|gb|ABC83722.1||u7|  Anaeromyxobacterdehalogenans2CP-C Bacteria||14|57||||||||||||
u|7|174|86160374|ref|YP_467159.1||u7|  Anaeromyxobacterdehalogenans2CP-C Bacteria||14|57||||||||||||
g|1|309|59481080|gb|AAW86867.1||g1|  Anaplasmamarginalestr.St.Maries Bacteria||15|21||||||||||||
g|1|253|126097887|gb|ABN74715.1||g1|  Anaplasmamarginalestr.St.Maries Bacteria||15|21||||||||||||
u|7|327|56387642|gb|AAV86229.1||u7|  Anaplasmamarginalestr.St.Maries Bacteria||15|57||||||||||||
u|7|40|81599209|sp|Q5PBV0|GLMU_ANAMM|u7|  Anaplasmamarginalestr.St.Maries Bacteria||15|57||||||||||||
u|7|265|56416410|ref|YP_153484.1||u7|  Anaplasmamarginalestr.St.Maries Bacteria||15|57||||||||||||
g|1|165|6225447|sp|O66648|GLMS_AQUAE|g1|  Aquifexaeolicus Bacteria||16|21||||||||||||
p|6|303|81556320|sp|O66954|PGMI_AQUAE|p6|  Aquifexaeolicus Bacteria||16|46||||||||||||
u|7|46|81556311|sp|O66863|GLMU_AQUAE|u7|  Aquifexaeolicus Bacteria||16|57||||||||||||
p|5|27|462147|sp|P34795|G6PI_ARATH|p5|  Arabidopsisthaliana Eukaryota||17|45||||||||||||
a|4|97|116608858|gb|ABK01582.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
a|4|95|116612164|gb|ABK04888.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
a|4|96|116610383|gb|ABK03107.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
a|4|93|116668749|ref|YP_829682.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
a|4|92|116670274|ref|YP_831207.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
a|4|91|116672055|ref|YP_832988.1||a4|  Arthrobactersp.FB24 Bacteria||18|4||||||||||||
h|1|24|116671436|ref|YP_832369.1||h10|  Arthrobactersp.FB24 Bacteria||18|310||||||||||||
h|1|134|104782727|ref|YP_609225.1||h1|  Arthrobactersp.FB24 Bacteria||18|31||||||||||||
h|1|136|15793686|ref|NP_283508.1||h1|  Arthrobactersp.FB24 Bacteria||18|31||||||||||||
h|1|27|116611545|gb|ABK04269.1||h1|  Arthrobactersp.FB24 Bacteria||18|31||||||||||||
p|4|220|116670358|ref|YP_831291.1||p4|  Arthrobactersp.FB24 Bacteria||18|44||||||||||||
p|5|222|116610467|gb|ABK03191.1||p5|  Arthrobactersp.FB24 Bacteria||18|45||||||||||||
p|5|26|17366852|sp|Q9HGZ2|G6PI_ASPOR|p5|  Aspergillusoryzae Eukaryota||19|45||||||||||||
p|3|96|116247797|sp|Q2NJ38|G6PI_AYWBP|p3|  Asteryellowswitches'-broomphytoplasmaAYWB Bacteria||20|43||||||||||||
g|1|265|119899925|ref|YP_935138.1||g1|  Azoarcussp.BH72 Bacteria||21|21||||||||||||
g|1|264|109456601|gb|ABG32806.1||g1|  Azoarcussp.BH72 Bacteria||21|21||||||||||||
p|5|112|81170487|sp|Q5P0T4|G6PI_AZOSE|p5|  Azoarcussp.EbN1 Bacteria||22|45||||||||||||
u|2|226|81598878|sp|Q5P5P9|GLMU_AZOSE|u2|  Azoarcussp.EbN1 Bacteria||22|52||||||||||||
g|2|62|73919642|sp|Q81VN5|GLMS_BACAN|g2|  Bacillusanthracis Bacteria||23|22||||||||||||
p|3|318|62286871|sp|Q81K75|G6PI_BACAN|p3|  Bacillusanthracis Bacteria||23|43||||||||||||
u|3|42|81583548|sp|Q81VZ1|GLMU_BACAN|u3|  Bacillusanthracis Bacteria||23|53||||||||||||
g|2|117|73919643|sp|Q73F49|GLMS_BACC1|g2|  BacilluscereusATCC10987 Bacteria||24|22||||||||||||
p|3|127|62286837|sp|Q72YI4|G6PI_BACC1|p3|  BacilluscereusATCC10987 Bacteria||24|43||||||||||||
u|3|228|81570016|sp|Q73FF9|GLMU_BACC1|u3|  BacilluscereusATCC10987 Bacteria||24|53||||||||||||
g|2|116|73919644|sp|Q81J01|GLMS_BACCR|g2|  BacilluscereusATCC14579 Bacteria||25|22||||||||||||
p|3|117|62286869|sp|Q816G0|G6PI_BACCR|p3|  BacilluscereusATCC14579 Bacteria||25|43||||||||||||
u|3|227|81580847|sp|Q81J98|GLMU_BACCR|u3|  BacilluscereusATCC14579 Bacteria||25|53||||||||||||
a|9|44|51974907|gb|AAU16457.1||a9|  BacilluscereusE33L Bacteria||26|9||||||||||||
g|2|159|51978531|gb|AAu30081.1||g2|  BacilluscereusE33L Bacteria||26|22||||||||||||
p|3|399|51974095|gb|AAU15645.1||p3|  BacilluscereusE33L Bacteria||26|43||||||||||||
p|3|369|62286773|sp|Q632G4|G6PI_BACCZ|p3|  BacilluscereusE33L Bacteria||26|43||||||||||||
u|3|222|81689909|sp|Q63HI4|GLMU_BACCZ|u3|  BacilluscereusE33L Bacteria||26|53||||||||||||
u|3|35|51978638|gb|AAu30188.1||u3|  BacilluscereusE33L Bacteria||26|53||||||||||||
a|9|147|56963254|ref|YP_174985.1||a9|  BacillusclausiiKSM-K16 Bacteria||27|9||||||||||||
g|2|272|56908261|dbj|BAD62788.1||g2|  BacillusclausiiKSM-K16 Bacteria||27|22||||||||||||
g|2|298|56962027|ref|YP_173749.1||g2|  BacillusclausiiKSM-K16 Bacteria||27|22||||||||||||
p|3|449|56910913|dbj|BAD65440.1||p3|  BacillusclausiiKSM-K16 Bacteria||27|43||||||||||||
p|3|484|56964670|ref|YP_176401.1||p3|  BacillusclausiiKSM-K16 Bacteria||27|43||||||||||||
u|3|297|56908094|dbj|BAD62621.1||u3|  BacillusclausiiKSM-K16 Bacteria||27|53||||||||||||
u|3|318|56961860|ref|YP_173582.1||u3|  BacillusclausiiKSM-K16 Bacteria||27|53||||||||||||
g|2|82|20138373|sp|Q9KG45|GLMS_BACHD|g2|  Bacillushalodurans Bacteria||28|22||||||||||||
p|3|336|17366925|sp|Q9K7L8|G6PI_BACHD|p3|  Bacillushalodurans Bacteria||28|43||||||||||||
u|3|39|81788259|sp|Q9KGJ6|GLMU_BACHD|u3|  Bacillushalodurans Bacteria||28|53||||||||||||
g|2|37|10172880|dbj|BAB03987.1||g2|  BacillushaloduransC-125 Bacteria||29|22||||||||||||
g|2|35|15612831|ref|NP_241134.1||g2|  BacillushaloduransC-125 Bacteria||29|22||||||||||||
p|3|353|10175966|dbj|BAB07062.1||p3|  BacillushaloduransC-125 Bacteria||29|43||||||||||||
p|3|352|15615905|ref|NP_244209.1||p3|  BacillushaloduransC-125 Bacteria||29|43||||||||||||
u|3|11|10172677|dbj|BAB03784.1||u3|  BacillushaloduransC-125 Bacteria||29|53||||||||||||
u|3|9|15612628|ref|NP_240931.1||u3|  BacillushaloduransC-125 Bacteria||29|53||||||||||||
p|3|346|81170489|sp|Q65FL6|G6PI_BACLD|p3|  BacilluslicheniformisATCC14580 Bacteria||30|43||||||||||||
u|3|4|94713417|sp|Q65PH1|GLMU_BACLD|u3|  BacilluslicheniformisATCC14580 Bacteria||30|53||||||||||||
a|9|51|3122425|sp|O34450|NAGA_BACSU|a9|  Bacillussubtilis Bacteria||31|9||||||||||||
g|2|167|1169919|sp|P39754|GLMS_BACSU|g2|  Bacillussubtilis Bacteria||31|22||||||||||||
p|3|280|3123216|sp|P80860|G6PI_BACSU|p3|  Bacillussubtilis Bacteria||31|43||||||||||||
u|3|48|135927|sp|P14192|GLMU_BACSU|u3|  Bacillussubtilis Bacteria||31|53||||||||||||
a|9|149|2636014|emb|CAB15506.1||a9|  Bacillussubtilissubsp.subtilisstr.168 Bacteria||32|9||||||||||||
g|2|306|2632445|emb|CAB11954.1||g2|  Bacillussubtilissubsp.subtilisstr.168 Bacteria||32|22||||||||||||
p|3|492|2635631|emb|CAB15124.1||p3|  Bacillussubtilissubsp.subtilisstr.168 Bacteria||32|43||||||||||||
u|3|323|2632317|emb|CAB11826.1||u3|  Bacillussubtilissubsp.subtilisstr.168 Bacteria||32|53||||||||||||
g|2|115|73919645|sp|Q6HPL2|GLMS_BACHK|g2|  Bacillusthuringiensisserovarkonkukian Bacteria||33|22||||||||||||
p|3|365|62286814|sp|Q6HC08|G6PI_BACHK|p3|  Bacillusthuringiensisserovarkonkukian Bacteria||33|43||||||||||||
u|3|224|81614045|sp|Q6HPW8|GLMU_BACHK|u3|  Bacillusthuringiensisserovarkonkukian Bacteria||33|53||||||||||||
a|9|11|49478512|ref|YP_038115.1||a9|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|9||||||||||||
a|9|45|49330068|gb|AAT60714.1||a9|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|9||||||||||||
g|2|42|49479217|ref|YP_034508.1||g2|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|22||||||||||||
g|2|160|49330773|gb|AAT61419.1||g2|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|22||||||||||||
p|3|285|49332528|gb|AAT63174.1||p3|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|43||||||||||||
p|3|358|49480972|ref|YP_038918.1||p3|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|43||||||||||||
u|3|36|49328255|gb|AAT58901.1||u3|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|53||||||||||||
u|3|16|49476699|ref|YP_034402.1||u3|  Bacillusthuringiensisserovarkonkukianstr.97-27 Bacteria||34|53||||||||||||
g|2|148|118415149|gb|ABK83568.1||g2|  Bacillusthuringiensisstr.AlHakam Bacteria||35|22||||||||||||
p|3|282|118419218|gb|ABK87637.1||p3|  Bacillusthuringiensisstr.AlHakam Bacteria||35|43||||||||||||
u|3|28|118415045|gb|ABK83464.1||u3|  Bacillusthuringiensisstr.AlHakam Bacteria||35|53||||||||||||
p|3|311|81170488|sp|Q5L9E3|G6PI_BACFN|p3|  BacteroidesfragilisNCTC9343 Bacteria||36|43||||||||||||
p|5|499|118764833|dbj|BAF39012.1||p5|  BifidobacteriumadolescentisATCC15703 Bacteria||37|45||||||||||||
p|5|500|119025249|ref|YP_909094.1||p5|  BifidobacteriumadolescentisATCC15703 Bacteria||37|45||||||||||||
p|5|374|31076712|sp|Q8G7I6|G6PI_BIFLO|p5|  Bifidobacteriumlongum Bacteria||38|45||||||||||||
u|7|221|81754027|sp|Q8G5P1|GLMU_BIFLO|u7|  Bifidobacteriumlongum Bacteria||38|57||||||||||||
p|5|294|116247799|sp|Q2KYE9|G6PI_BORA1|p5|  Bordetellaavium197N Bacteria||39|45||||||||||||
u|2|38|109892101|sp|Q2KTX5|GLMU_BORA1|u2|  Bordetellaavium197N Bacteria||39|52||||||||||||
g|1|61|73919650|sp|Q7WE36|GLMS_BORBR|g1|  Bordetellabronchiseptica Bacteria||40|21||||||||||||
p|5|319|62286867|sp|Q7WP01|G6PI_BORBR|p5|  Bordetellabronchiseptica Bacteria||40|45||||||||||||
u|2|43|81579606|sp|Q7WE21|GLMU_BORBR|u2|  Bordetellabronchiseptica Bacteria||40|52||||||||||||
g|1|60|73919651|sp|Q7W334|GLMS_BORPA|g1|  Bordetellaparapertussis Bacteria||41|21||||||||||||
p|5|320|62286865|sp|Q7W197|G6PI_BORPA|p5|  Bordetellaparapertussis Bacteria||41|45||||||||||||
u|2|44|81578992|sp|Q7W321|GLMU_BORPA|u2|  Bordetellaparapertussis Bacteria||41|52||||||||||||
g|1|59|73919652|sp|Q7VRZ3|GLMS_BORPE|g1|  Bordetellapertussis Bacteria||42|21||||||||||||
p|5|321|62286863|sp|Q7VUF4|G6PI_BORPE|p5|  Bordetellapertussis Bacteria||42|45||||||||||||
u|2|45|81578306|sp|Q7VT27|GLMU_BORPE|u2|  Bordetellapertussis Bacteria||42|52||||||||||||
p|5|135|62286784|sp|Q660E3|G6PI_BORGA|p5|  Borreliagarinii Bacteria||43|45||||||||||||
g|1|114|73919653|sp|Q577Y1|GLMS_BRUAB|g1|  Brucellaabortus Bacteria||44|21||||||||||||
p|5|116|75505345|sp|Q57F73|G6PI_BRUAB|p3|  Brucellaabortus Bacteria||44|45||||||||||||
u|4|256|75495571|sp|Q577Y2|GLMU_BRUAB|u4|  Brucellaabortus Bacteria||44|54||||||||||||
g|1|124|32130425|sp|Q8YC47|GLMS_BRUME|g1|  Brucellamelitensis Bacteria||45|21||||||||||||
p|5|382|20138227|sp|Q8YF86|G6PI_BRUME|p5|  Brucellamelitensis Bacteria||45|45||||||||||||
u|4|239|94714269|sp|Q8YC48|GLMU_BRUME|u4|  Brucellamelitensis Bacteria||45|54||||||||||||
p|5|101|91206675|sp|Q2YPF3|G6PI_BRUA2|p5|  BrucellamelitensisbiovarAbortus2308 Bacteria||46|45||||||||||||
u|4|204|109892102|sp|Q2YKK2|GLMU_BRUA2|u4|  BrucellamelitensisbiovarAbortus2308 Bacteria||46|54||||||||||||
g|1|128|32129551|sp|Q8CY30|GLMS_BRUSU|g1|  Brucellasuis Bacteria||47|21||||||||||||
p|5|375|31076711|sp|Q8G2N3|G6PI_BRUSU|p3|  Brucellasuis Bacteria||47|43||||||||||||
u|4|245|81751319|sp|Q8FW78|GLMU_BRUSU|u4|  Brucellasuis Bacteria||47|54||||||||||||
g|1|139|11132249|sp|P57138|GLMS_BUCAI|g1|  Buchneraaphidicola(Acyrthosiphonpisum) Bacteria||48|21||||||||||||
p|5|408|11386822|sp|P57636|G6PI_BUCAI|p5|  Buchneraaphidicola(Acyrthosiphonpisum) Bacteria||48|45||||||||||||
u|7|259|11386780|sp|P57139|GLMU_BUCAI|u7|  Buchneraaphidicola(Acyrthosiphonpisum) Bacteria||48|57||||||||||||
g|1|133|29611726|sp|P59499|GLMS_BUCBP|g1|  Buchneraaphidicola(Baizongiapistaciae) Bacteria||49|21||||||||||||
p|5|378|31076685|sp|Q89A35|G6PI_BUCBP|p5|  Buchneraaphidicola(Baizongiapistaciae) Bacteria||49|45||||||||||||
u|7|258|38257547|sp|Q89B26|GLMU_BUCBP|u7|  Buchneraaphidicola(Baizongiapistaciae) Bacteria||49|57||||||||||||
a|2|99|115282923|gb|ABI88440.1||a2|  BurkholderiaambifariaAMMD Bacteria||50|2||||||||||||
a|2|98|115352935|ref|YP_774774.1||a2|  BurkholderiaambifariaAMMD Bacteria||50|2||||||||||||
g|3|208|115282922|gb|ABI88439.1||g3|  BurkholderiaambifariaAMMD Bacteria||50|23||||||||||||
g|3|207|115352934|ref|YP_774773.1||g3|  BurkholderiaambifariaAMMD Bacteria||50|23||||||||||||
h|1|35|115281057|gb|ABI86574.1||h1|  BurkholderiaambifariaAMMD Bacteria||50|31||||||||||||
h|1|145|26107651|gb|AAN79850.1||h1|  BurkholderiaambifariaAMMD Bacteria||50|31||||||||||||
h|1|33|115351069|ref|YP_772908.1||h1|  BurkholderiaambifariaAMMD Bacteria||50|31||||||||||||
h|4|32|115352931|ref|YP_774770.1||h4|  BurkholderiaambifariaAMMD Bacteria||50|34||||||||||||
h|4|183|134297015|ref|YP_001120750.1||h4|  BurkholderiaambifariaAMMD Bacteria||50|34||||||||||||
h|4|185|134140172|gb|ABO55915.1||h4|  BurkholderiaambifariaAMMD Bacteria||50|34||||||||||||
h|4|34|115282919|gb|ABI88436.1||h4|  BurkholderiaambifariaAMMD Bacteria||50|34||||||||||||
h|6|144|110320832|emb|CAL08944.1||h6|  BurkholderiaambifariaAMMD Bacteria||50|36||||||||||||
p|5|224|115351956|ref|YP_773795.1||p5|  BurkholderiaambifariaAMMD Bacteria||50|45||||||||||||
p|5|225|115281944|gb|ABI87461.1||p5|  BurkholderiaambifariaAMMD Bacteria||50|45||||||||||||
a|2|160|105893947|gb|ABF77112.1||a2|  BurkholderiacenocepaciaAU1054 Bacteria||51|2||||||||||||
a|2|159|107023758|ref|YP_622085.1||a2|  BurkholderiacenocepaciaAU1054 Bacteria||51|2||||||||||||
g|3|226|107023757|ref|YP_622084.1||g3|  BurkholderiacenocepaciaAU1054 Bacteria||51|23||||||||||||
g|3|227|105893946|gb|ABF77111.1||g3|  BurkholderiacenocepaciaAU1054 Bacteria||51|23||||||||||||
h|1|173|47605847|sp|Q7WH65|NAGZ_BORBR|h1|  BurkholderiacenocepaciaAU1054 Bacteria||51|31||||||||||||
h|1|60|105892404|gb|ABF75569.1||h1|  BurkholderiacenocepaciaAU1054 Bacteria||51|31||||||||||||
h|1|58|107022215|ref|YP_620542.1||h1|  BurkholderiacenocepaciaAU1054 Bacteria||51|31||||||||||||
h|1|174|47605845|sp|Q7W9J5|NAGZ_BORPA|h1|  BurkholderiacenocepaciaAU1054 Bacteria||51|31||||||||||||
h|4|204|120559978|gb|ABM25905.1||h4|  BurkholderiacenocepaciaAU1054 Bacteria||51|34||||||||||||
h|4|201|120599885|ref|YP_964459.1||h4|  BurkholderiacenocepaciaAU1054 Bacteria||51|34||||||||||||
h|4|57|107023753|ref|YP_622080.1||h4|  BurkholderiacenocepaciaAU1054 Bacteria||51|34||||||||||||
h|4|59|105893942|gb|ABF77107.1||h4|  BurkholderiacenocepaciaAU1054 Bacteria||51|34||||||||||||
p|5|35|107028904|ref|YP_625999.1||p5|  BurkholderiacenocepaciaAU1054 Bacteria||51|45||||||||||||
p|5|36|105898068|gb|ABF81026.1||p5|  BurkholderiacenocepaciaAU1054 Bacteria||51|45||||||||||||
a|2|90|116690844|ref|YP_836467.1||a2|  BurkholderiacenocepaciaHI2424 Bacteria||52|2||||||||||||
a|2|94|116648933|gb|ABK09574.1||a2|  BurkholderiacenocepaciaHI2424 Bacteria||52|2||||||||||||
g|3|204|116648932|gb|ABK09573.1||g3|  BurkholderiacenocepaciaHI2424 Bacteria||52|23||||||||||||
g|3|203|116690843|ref|YP_836466.1||g3|  BurkholderiacenocepaciaHI2424 Bacteria||52|23||||||||||||
h|1|22|116689161|ref|YP_834784.1||h1|  BurkholderiacenocepaciaHI2424 Bacteria||52|31||||||||||||
h|1|26|116647250|gb|ABK07891.1||h1|  BurkholderiacenocepaciaHI2424 Bacteria||52|31||||||||||||
h|1|132|126208583|ref|YP_001053808.1||h1|  BurkholderiacenocepaciaHI2424 Bacteria||52|31||||||||||||
h|4|25|116648929|gb|ABK09570.1||h4|  BurkholderiacenocepaciaHI2424 Bacteria||52|34||||||||||||
h|4|21|116690840|ref|YP_836463.1||h4|  BurkholderiacenocepaciaHI2424 Bacteria||52|34||||||||||||
h|4|159|59482441|gb|AAW88080.1||h4|  BurkholderiacenocepaciaHI2424 Bacteria||52|34||||||||||||
h|4|165|146292178|ref|YP_001182602.1||h4|  BurkholderiacenocepaciaHI2424 Bacteria||52|34||||||||||||
h|6|135|56708028|ref|YP_169924.1||h6|  BurkholderiacenocepaciaHI2424 Bacteria||52|36||||||||||||
p|5|221|116648027|gb|ABK08668.1||p5|  BurkholderiacenocepaciaHI2424 Bacteria||52|45||||||||||||
p|5|219|116689938|ref|YP_835561.1||p5|  BurkholderiacenocepaciaHI2424 Bacteria||52|45||||||||||||
p|5|370|62286771|sp|Q62JL8|G6PI_BURMA|p5|  Burkholderiamallei Bacteria||53|45||||||||||||
u|2|277|81603698|sp|Q62EP0|GLMU_BURMA|u2|  Burkholderiamallei Bacteria||53|52||||||||||||
p|5|368|62286776|sp|Q63V31|G6PI_BURPS|p5|  Burkholderiapseudomallei Bacteria||54|45||||||||||||
u|2|276|81608143|sp|Q63Y75|GLMU_BURPS|u2|  Burkholderiapseudomallei Bacteria||54|52||||||||||||
a|2|174|78067623|ref|YP_370392.1||a2|  Burkholderiasp.383 Bacteria||55|2||||||||||||
a|2|118|77968368|gb|ABB09748.1||a2|  Burkholderiasp.383 Bacteria||55|2||||||||||||
g|1|101|77966679|gb|ABB08059.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
g|1|240|78063571|ref|YP_373479.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
g|1|97|77971456|gb|ABB12835.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
g|1|90|78067800|ref|YP_370569.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
g|1|99|77968545|gb|ABB09925.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
g|1|98|77970678|gb|ABB12057.1||g1|  Burkholderiasp.383 Bacteria||55|21||||||||||||
